name,company_id,movie,movie_id
Moetion Films,0460621,Two by Two: Overboard!,12615474
Moetion Films,0460621,Two by Two: Overboard!,12615474
WRAP Fund,0774824,Two by Two: Overboard!,12615474
Fabrique d'Images,0277645,Two by Two: Overboard!,12615474
Moetion Films,0460621,Two by Two: Overboard!,12615474
Ulysses Filmproduktion,0460620,Two by Two: Overboard!,12615474
KinoAtis,0474444,Space Dogs: Tropical Adventure,13033280
Headspin,0828353,Two Buddies and a Badger: The Great Big Beast,11306746
Qvisten Animation,0240183,Two Buddies and a Badger: The Great Big Beast,11306746
Starcom,0828354,Two Buddies and a Badger: The Great Big Beast,11306746
Storyline Studios,0319129,Two Buddies and a Badger: The Great Big Beast,11306746
Tordenfilm AS,0113048,Two Buddies and a Badger: The Great Big Beast,11306746
Zefyr Media Fund,0637516,Two Buddies and a Badger: The Great Big Beast,11306746
J&H Films,0855440,Luginsky,14463958
Interabang Productions,0819314,When Stars Align,13163972
Licensing Brands,0664206,Magic Arch 3D,7892450
Luminescence,0700495,Magic Arch 3D,7892450
Beijing Enlight Pictures,0208796,Legend of Deification,11177804
Bandai Namco Arts,0727625,Burn the Witch,12011442
Shueisha,0049595,Burn the Witch,12011442
Studio Colorido Co.,0491640,Burn the Witch,12011442
Twin Engine,0692662,Burn the Witch,12011442
Yamahitsuji,0816917,Burn the Witch,12011442
Broco/Tree Animation,0722943,Casa: Perros vs. Aliens,9329402
Gold Valley Films,0587462,Kung Fu Mulan,11952874
Proline Film,0220974,The Melody of String Tree,12450394
Folivari,0596308,"Stinky Dog, Happy Life in Paris!",11225360
Dandelooo,0350619,"Stinky Dog, Happy Life in Paris!",11225360
Panique,0448858,"Stinky Dog, Happy Life in Paris!",11225360
Pikkukala,0509190,"Stinky Dog, Happy Life in Paris!",11225360
Taka,0224286,"Stinky Dog, Happy Life in Paris!",11225360
Radio Télévision Belge Francophone (RTBF),0011677,"Stinky Dog, Happy Life in Paris!",11225360
Shelter Prod,0569768,"Stinky Dog, Happy Life in Paris!",11225360
Televisió de Catalunya (TV3),0058512,"Stinky Dog, Happy Life in Paris!",11225360
France Télévisions,0125554,"Stinky Dog, Happy Life in Paris!",11225360
Wallimage,0097237,"Stinky Dog, Happy Life in Paris!",11225360
Hafan Film,0197095,Barevný sen,13432244
Joann Sfar's Magical Society,0825986,Little Vampire,7534136
StudioCanal,0047476,Little Vampire,7534136
Panache Productions,0244390,Little Vampire,7534136
"Compagnie Cinématographique, La",0384091,Little Vampire,7534136
France 3 Cinéma,0044140,Little Vampire,7534136
Radio Télévision Belge Francophone (RTBF),0011677,Little Vampire,7534136
La Région Île-de-France,0090770,Little Vampire,7534136
Proximus,0511943,Little Vampire,7534136
France Télévisions,0125554,Little Vampire,7534136
Canal+,0028557,Little Vampire,7534136
Ciné+,0346444,Little Vampire,7534136
Cofinova 11,0532195,Little Vampire,7534136
Cofinova 13,0611210,Little Vampire,7534136
Centre national du cinéma et de l'image animée (CNC),0090290,Little Vampire,7534136
Région de Bruxelles-Capitale,0704817,Little Vampire,7534136
Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,0009031,Little Vampire,7534136
Tax Shelter de Movie Tax Invest,0763795,Little Vampire,7534136
ON Animation Studios,0499832,Little Vampire,7534136
Puppetcore Films,0663238,Frank & Zed,7374030
Smosh Productions,0287299,Krogzilla,17371052
Walt Disney Pictures,0008970,Soul,2948372
Pixar Animation Studios,0017902,Soul,2948372
Bento Box Entertainment,0239674,Octonauts & the Great Barrier Reef,13150606
Illumination Entertainment,0221986,Octonauts & the Great Barrier Reef,13150606
Silvergate Media,0391576,Octonauts & the Great Barrier Reef,13150606
Universal 1440 Entertainment,0359888,Octonauts & the Great Barrier Reef,13150606
Constantin Film,0002257,Dragon Rider,7080422
Able & Baker,0738751,Dragon Rider,7080422
Cyborn,0557984,Dragon Rider,7080422
Lumatic,0556598,Dragon Rider,7080422
RISE PICTURES,0607411,Dragon Rider,7080422
Almir Velovic Productions,0810326,The Rodfellows Movie,12716012
Comictoon Productions,0810331,The Rodfellows Movie,12716012
DLE Films,0810333,The Rodfellows Movie,12716012
Fredbear Animation Studios,0810324,The Rodfellows Movie,12716012
French Fry Animations,0810327,The Rodfellows Movie,12716012
GlideFan Pictures,0810332,The Rodfellows Movie,12716012
Phantom Animation,0872894,The Rodfellows Movie,12716012
Pip Pip Enterprises,0810325,The Rodfellows Movie,12716012
SCG-O3V Studios,0855560,The Rodfellows Movie,12716012
Spirited Cartoons Animation,0810330,The Rodfellows Movie,12716012
Studio JND,0810329,The Rodfellows Movie,12716012
The Rodfellows/Data Crew Company,0810328,The Rodfellows Movie,12716012
Like A Photon Creative,0600364,Combat Wombat,9679528
Particular Crowd,0744004,Combat Wombat,9679528
Odin's Eye Entertainment,0202279,Combat Wombat,9679528
Screen Australia,0234956,Combat Wombat,9679528
Aniplex,0132285,Demon Slayer the Movie: Mugen Train,11032374
Shueisha,0049595,Demon Slayer the Movie: Mugen Train,11032374
Ufotable,0191504,Demon Slayer the Movie: Mugen Train,11032374
Glen Keane Productions,0507175,Over the Moon,7488208
Illumination Entertainment,0221986,Over the Moon,7488208
Janet Yang Productions,0748305,Over the Moon,7488208
Netflix Animation,0743375,Over the Moon,7488208
Netflix,0144901,Over the Moon,7488208
Pearl Studio,0685601,Over the Moon,7488208
Tortuga Studios,0594759,The Red Scroll,6744264
Vitrine Filmes,0331283,The Red Scroll,6744264
Rocketsheep Studio,0651193,You Animal!,11102242
Spring Films,0278834,You Animal!,11102242
Bones,0073964,"Josee, the Tiger and the Fish",12879624
East Japan Marketing & Communications Inc.,0169715,"Josee, the Tiger and the Fish",12879624
KDDI Corporation,0283630,"Josee, the Tiger and the Fish",12879624
Kadokawa,0438076,"Josee, the Tiger and the Fish",12879624
Movie Walker,0886961,"Josee, the Tiger and the Fish",12879624
Shochiku,0007001,"Josee, the Tiger and the Fish",12879624
TBS Radio & Communications,0211458,"Josee, the Tiger and the Fish",12879624
Toy's Factory,0069054,"Josee, the Tiger and the Fish",12879624
Korean Academy of Film Arts,0259311,Climbing,14893186
Baburka Production,0423102,"As in Heaven, So on Earth",12775936
Deep Blue Art Center,0812513,"As in Heaven, So on Earth",12775936
La Stanza Dei Mostri,0812511,"As in Heaven, So on Earth",12775936
Norne Studios,0812512,"As in Heaven, So on Earth",12775936
Onda Videoproduzioni,0302150,"As in Heaven, So on Earth",12775936
Toei Animation,0062107,Looking for Magical DoReMi,11867418
Qvisten Animation,0240183,Christmas at Cattle Hill,13437988
Broad Link Group,0823983,Dr. Sun,13236734
China Film Animation,0594439,Dr. Sun,13236734
Jiangsu Film and Animation Broadcasting,0823981,Dr. Sun,13236734
WellSun Media,0823982,Dr. Sun,13236734
WOWNow Entertainment,0619948,Finding Jesus,12981810
Plexflix Movv,0867832,A Dragon Christmas,12981930
WOWNow Entertainment,0619948,A Dragon Christmas,12981930
CarrotKiller101 Studios,0830368,The Nightmare Returns: A CarrotKiller101 Movie,13449612
Cartoon Network Studios,0238110,The Nightmare Returns: A CarrotKiller101 Movie,13449612
Goanimate Studios,0687967,The Nightmare Returns: A CarrotKiller101 Movie,13449612
Anima Estudios,0114556,Xico's Journey,12481806
Boulder Media,0189008,Xico's Journey,12481806
Ginormous Madman,0461904,Xico's Journey,12481806
Pipeline Studios,0459943,Xico's Journey,12481806
1 Production Film,0247265,City of Lost Things,13236576
Gamania Digital Entertainment Company,0311157,City of Lost Things,13236576
Taichung Film Development Foundation,0767202,City of Lost Things,13236576
MSF,0815164,Conflicts of Green,13445812
A Theorem Studios,0830369,Dhira,13449672
Super Audio Madras,0783865,Siyavar Ram - Ramayana,13534804
Wide Angle Media,0247020,Siyavar Ram - Ramayana,13534804
Fat City Films,0315791,Dennis & Gnasher: Unleashed! On the Big Screen,13321282
Platform Post Production,0339534,Dennis & Gnasher: Unleashed! On the Big Screen,13321282
Abe Shuji,0342132,Stand by Me Doraemon 2,13428402
Asahi Broadcasting Corporation,0138168,Stand by Me Doraemon 2,13428402
Asatsu-DK,0189654,Stand by Me Doraemon 2,13428402
Bang Zoom! Studios,0762165,Stand by Me Doraemon 2,13428402
Dentsu,0169264,Stand by Me Doraemon 2,13428402
Fujiko Productions,0206611,Stand by Me Doraemon 2,13428402
Higashinippon Broadcasting Co.,0280027,Stand by Me Doraemon 2,13428402
Hiroshima Home TV,0044142,Stand by Me Doraemon 2,13428402
Hokkaido Television Broadcasting Co.,0270269,Stand by Me Doraemon 2,13428402
Kyushu Asahi Broadcasting Co.,0282488,Stand by Me Doraemon 2,13428402
Nagoya Broadcasting Network,0002299,Stand by Me Doraemon 2,13428402
Niigata Television Network 21,0303996,Stand by Me Doraemon 2,13428402
Robot Communications,0113654,Stand by Me Doraemon 2,13428402
Shin Ei Animation,0125584,Stand by Me Doraemon 2,13428402
Shirogumi,0067019,Stand by Me Doraemon 2,13428402
Shizuoka Asahi Television Co.,0304020,Stand by Me Doraemon 2,13428402
Shogakukan,0011744,Stand by Me Doraemon 2,13428402
Shogakukan-Shueisha Productions,0248799,Stand by Me Doraemon 2,13428402
TV Asahi,0025002,Stand by Me Doraemon 2,13428402
Toho Company,0002219,Stand by Me Doraemon 2,13428402
Rock Movie Studios,0447218,Monstrously Alone,3189552
Acamar Films,0485985,Bings Kerstfeest en andere Verhalen,13479728
DreamWorks Animation,0129164,The Croods: A New Age,2850386
Dentsu,0169264,The Croods: A New Age,2850386
Parijat Animation Films,0833176,Captain Vidyut,13551840
Shemaroo Entertainment,0216738,Captain Vidyut,13551840
Like A Photon Creative,0600364,Daisy Quokka: World's Scariest Animal,11482894
Particular Crowd,0744004,Daisy Quokka: World's Scariest Animal,11482894
Odin's Eye Animation,0720983,Daisy Quokka: World's Scariest Animal,11482894
Screen Australia,0234956,Daisy Quokka: World's Scariest Animal,11482894
Rock N Roll Heaven,0840167,Death of a Rockstar,13833798
Brown Bag Films,0034549,Angela's Christmas Wish,13260836
Future Sight Entertainment,0339927,You Are My Home,6693156
Pantheon Entertainment Corporation,0090747,You Are My Home,6693156
Real by Fake,0196938,You Are My Home,6693156
Frith Street Films,0380622,A Christmas Carol,9136058
Aniplex,0132285,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,9534948
Production I.G.,0002212,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,9534948
Type-Moon,0113059,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot,9534948
Universal 1440 Entertainment,0359888,Bobbleheads: The Movie,13292206
Threshold Entertainment,0070928,Bobbleheads: The Movie,13292206
Meow Media,0804421,The Adventures of Scribbles & Pearl,12471010
Lesprit,0794224,Yes ka No ka Hanbun ka,12105596
Oblivious,0830941,The Bacon Hair,13634096
TAP Productions,0611469,Comment allez vous? Je suis épuisé,13635550
Go!Animate Studios,0481227,The Poor Hoodman,13516524
VishalVyond Gamer,0832226,The Poor Hoodman,13516524
Vyond,0785219,The Poor Hoodman,13516524
Tortuga Studios,0594759,A Night Before Christmas,11197712
CTB Film Company,0137977,Barkers: Mind the Cats!,11390126
Melnitsa Animation Studio,0109502,Barkers: Mind the Cats!,11390126
Hard Drive Pictures,0381652,The Hunchback Bee of Notre Dame,10427070
Creatures,0314762,Pokémon the Movie: Secrets of the Jungle,11819890
GAME FREAK,0531063,Pokémon the Movie: Secrets of the Jungle,11819890
JR Kikaku,0314983,Pokémon the Movie: Secrets of the Jungle,11819890
Nintendo,0002481,Pokémon the Movie: Secrets of the Jungle,11819890
Oriental Light and Magic,0135292,Pokémon the Movie: Secrets of the Jungle,11819890
Pikachu Project,0227410,Pokémon the Movie: Secrets of the Jungle,11819890
Shogakukan,0011744,Pokémon the Movie: Secrets of the Jungle,11819890
Shogakukan-Shueisha Productions,0248799,Pokémon the Movie: Secrets of the Jungle,11819890
TV Tokyo,0046382,Pokémon the Movie: Secrets of the Jungle,11819890
The Pokemon Company,0243099,Pokémon the Movie: Secrets of the Jungle,11819890
Studio 4°C,0041113,Poupelle of Chimney Town,13276012
Yoshimoto Kogyo Company,0071475,Poupelle of Chimney Town,13276012
Tear Fall Art,0790328,The Holy Lights of Heaven - Part One,11962054
Toe Jamz,0742222,Easter Dance,12162654
Giggu Films,0414617,Caribbean SCAM,12594482
Giggu Films,0414617,Caribbean SCAM,12594482
Wowlandia,0710822,El Mago que no existe,13197364
CTB Film Company,0137977,Horse Julius and Big Horse Racing,13811736
Melnitsa Animation Studio,0109502,Horse Julius and Big Horse Racing,13811736
Fantawild Pictures,0294590,Chicken Stew 10: Out of the Barn,15295198
Pinkfong,0733130,Octonauts: The Ring of Fire,13779166
Pixar Animation Studios,0017902,Octonauts: The Ring of Fire,13779166
Silvergate Media,0391576,Octonauts: The Ring of Fire,13779166
Base Animation,0789226,Wish Dragon,5562070
Sony Pictures Animation,0121181,Wish Dragon,5562070
Sparkle Roll Media,0485154,Wish Dragon,5562070
Base Media,0789800,Wish Dragon,5562070
Tencent Pictures,0562497,Wish Dragon,5562070
The Monk Studio,0272530,Wish Dragon,5562070
DBM Films,0376314,Hope's Legacy,10413092
WOWNow Entertainment,0619948,Cupid,13174548
Parallel Productions Creative Studios,0852709,Guardians of Happiness,14344276
AAA Pro Film,0465067,Toys Storage. The Animation Madness,19899152
Studio 100 Media,0313649,Maya the Bee 3: The Golden Orb,11792512
Studio B Animation,0634651,Maya the Bee 3: The Golden Orb,11792512
Flying Bark Productions,0259327,Maya the Bee 3: The Golden Orb,11792512
Zweites Deutsches Fernsehen (ZDF),0078814,Maya the Bee 3: The Golden Orb,11792512
Toei Animation,0062107,Sailor Moon Eternal,10635042
Studio DEEN,0036168,Sailor Moon Eternal,10635042
Toei Company,0053157,Sailor Moon Eternal,10635042
Warner Bros. Animation,0072876,Batman: Soul of the Dragon,12885852
DC Comics,0038332,Batman: Soul of the Dragon,12885852
Pliski,0498614,El lago del olvido,13836522
Khara Corporation,0195433,Evangelion: 3.0+1.01 Thrice Upon a Time,2458948
Pirate Shades Productions,0534217,Frost: War of the Ashics,13918322
Fit Via Vi Film Productions,0761331,Cryptozoo,13622118
Washington Square Films,0092503,Cryptozoo,13622118
L'Embuscade Films,0515801,Archipelago,13667778
Alibaba Pictures,0708328,Nezha Reborn,13269670
Bilibili,0610457,Nezha Reborn,13269670
Bona Film Group,0452101,Nezha Reborn,13269670
Light Chaser Animation Studios,0590304,Nezha Reborn,13269670
Warner Animation Group,0468593,Tom & Jerry: The Movie,1361336
Hanna-Barbera Productions,0024579,Tom & Jerry: The Movie,1361336
Keylight Productions,0180591,Tom & Jerry: The Movie,1361336
Lin Pictures,0226345,Tom & Jerry: The Movie,1361336
The Story Company,0226411,Tom & Jerry: The Movie,1361336
Turner Entertainment,0183824,Tom & Jerry: The Movie,1361336
Warner Bros. Animation,0072876,Tom & Jerry: The Movie,1361336
China Lion Entertainment Production,0496478,Extinct,8241000
Cinesite Animation,0574587,Extinct,8241000
HB Wink Animation,0701921,Extinct,8241000
Huayi Brothers Media,0099734,Extinct,8241000
Huayi Tencent Entertainment Company,0584938,Extinct,8241000
Timeless Films,0284809,Extinct,8241000
Tolerable Entertainment,0554312,Extinct,8241000
Actas,0109136,Princess Principal Crown Handler: Chapter 1,8354164
Bandai Namco Arts,0727625,Princess Principal Crown Handler: Chapter 1,8354164
Hakuhodo DY Music & Pictures,0564016,Princess Principal Crown Handler: Chapter 1,8354164
Medicos Entertainment,0331617,Princess Principal Crown Handler: Chapter 1,8354164
Movic,0031068,Princess Principal Crown Handler: Chapter 1,8354164
Q-Tec,0211034,Princess Principal Crown Handler: Chapter 1,8354164
Tokyo MX,0120210,Princess Principal Crown Handler: Chapter 1,8354164
Cinema Management Group,0179243,Ainbo,6570098
Cool Beans,0297563,Ainbo,6570098
Tunche Films,0631020,Ainbo,6570098
10e Ave,0187368,Felix and the Hidden Treasure,11231280
La Boîte Productions,0069251,"Grandir, c'est chouette",15659944
Les Films du Nord,0091594,"Grandir, c'est chouette",15659944
Kecskemétfilm Kft.,0245462,A legendás család: Használt ágyúgolyó,15112480
Walt Disney Animation Studios,0074039,Raya and the Last Dragon,5109280
Walt Disney Pictures,0008970,Raya and the Last Dragon,5109280
ARIA Company,0204333,Aria the Crepuscolo,13749654
AT-X,0035005,Aria the Crepuscolo,13749654
Frontier Works,0190386,Aria the Crepuscolo,13749654
J.C. Staff,0086492,Aria the Crepuscolo,13749654
Kadokawa,0438076,Aria the Crepuscolo,13749654
Mag Garden,0221541,Aria the Crepuscolo,13749654
Shochiku,0007001,Aria the Crepuscolo,13749654
TV Tokyo MediaNet,0309687,Aria the Crepuscolo,13749654
TYO Animations,0297652,Aria the Crepuscolo,13749654
Tablier Communications,0335750,Aria the Crepuscolo,13749654
Benesse,0401029,Shimajiro to Sora Tobu Fune,16246152
Movie BlockBuster,0816141,Black Beauty,13261418
CTB Film Company,0137977,Secret Magic Control Agency,13932162
QED International,0178111,Secret Magic Control Agency,13932162
Wizart Animation,0371102,Secret Magic Control Agency,13932162
Gorgonaut,0491341,The Spine of Night,3885422
Reno Productions,0036576,The Spine of Night,3885422
Malil' Art,0649212,Alephia 2053,14721314
Spring Entertainment,0684799,Alephia 2053,14721314
Hidden Things Media,0829812,Mystery of the Kingdom of God,13434692
Heartbeat Productions,0849554,Eggs,14180764
Portakal Animasyon,0609576,"Me, My Sister and the Alien",13205842
Huxley Berg Studios,0829112,Deadpool Movie in Lego,13414858
Marshall Mations,0655410,Crash Bandicoot: The Crystal Crisis,14419764
Arcana Studio,0247017,Panda vs. Aliens,5990174
Yisang Media Investment,0312053,Panda vs. Aliens,5990174
Bridge Way Films,0830521,Absolute Denial,13496358
PBS Kids,0171371,Dinosaur Train: Adventure Island,12978036
The Jim Henson Company,0095015,Dinosaur Train: Adventure Island,12978036
Universal 1440 Entertainment,0359888,Dinosaur Train: Adventure Island,12978036
Touch FX Animation Studio,0530006,Wings 2,14379040
Shogakukan,0011744,Detective Conan: The Scarlet Bullet,12093860
Toho Company,0002219,Detective Conan: The Scarlet Bullet,12093860
Yomiuri Television,0161047,Detective Conan: The Scarlet Bullet,12093860
TMS Entertainment,0064579,Detective Conan: The Scarlet Bullet,12093860
The Mooing Mouse,0856584,Into the Maelstrom,14508472
Sony Pictures Animation,0121181,The Mitchells vs the Machines,7979580
Lord Miller,0191864,The Mitchells vs the Machines,7979580
Columbia Pictures,0050868,The Mitchells vs the Machines,7979580
One Cool Film Production,0635392,The Mitchells vs the Machines,7979580
Bushiroad,0337428,BanG Dream! Episode of Roselia I: Promise,13911494
Elements Garden,0198184,BanG Dream! Episode of Roselia I: Promise,13911494
Sanzigen,0278109,BanG Dream! Episode of Roselia I: Promise,13911494
EYE Film Museum,0817658,In Vivo,15133504
Film i Väst,0001935,The Ape Star,13029316
Lee Film,0571227,The Ape Star,13029316
Mikrofilm,0009248,The Ape Star,13029316
Noerlum Studios,0332406,The Ape Star,13029316
"Sveriges Television, Stockholm",0650376,The Ape Star,13029316
DC Comics,0038332,Justice Society: World War II,13804084
Warner Bros. Animation,0072876,Justice Society: World War II,13804084
MD Animation,0843450,Adit Sopo Jarwo: The Movie,13465228
MD Pictures,0198623,Adit Sopo Jarwo: The Movie,13465228
Loboarts Productions,0744138,Resurrection Corporation,9890120
WunderWerk,0297765,The Ogglies,11992904
Grid Animation,0393707,The Ogglies,11992904
Verlag Friedrich Oetinger,0359679,The Ogglies,11992904
Leonine Studios,0777583,The Ogglies,11992904
Zweites Deutsches Fernsehen (ZDF),0078814,The Ogglies,11992904
ARRI Media,0645386,The Ogglies,11992904
Sayood Productions,0865043,Al Maht,14835308
Aniplex,0132285,Fate/Grand Order The Movie Divine Realm Of The Round Table: Camelot Paladin; Agateram,13997358
Delightworks,0591766,Fate/Grand Order The Movie Divine Realm Of The Round Table: Camelot Paladin; Agateram,13997358
Notes,0226777,Fate/Grand Order The Movie Divine Realm Of The Round Table: Camelot Paladin; Agateram,13997358
Production I.G.,0002212,Fate/Grand Order The Movie Divine Realm Of The Round Table: Camelot Paladin; Agateram,13997358
DreamWorks Animation,0129164,Spirit Untamed,11084896
Jellyfish Pictures,0190666,Spirit Untamed,11084896
Universal Pictures,0005073,Spirit Untamed,11084896
Aniventure,0497415,Riverdance: The Animated Adventure,10841088
Cinesite,0055855,Riverdance: The Animated Adventure,10841088
River Production,0859484,Riverdance: The Animated Adventure,10841088
Sarasija Theaters,0865117,Pururava,14838282
Sarasija Theaters,0865117,Pururava,14838282
A.C. Zootropo Producciones,0911533,"Kaporito, el guardián de la montaña",18469184
Avex Pictures,0470237,Pompo: The Cinephile,12439248
Clap Animation Studio,0902293,Pompo: The Cinephile,12439248
Eiga Daisuki Pompo-san Production Committee,0919284,Pompo: The Cinephile,12439248
Happinet Phantom Studios,0857200,Pompo: The Cinephile,12439248
Kadokawa Productions,0067324,Pompo: The Cinephile,12439248
Movic,0031068,Pompo: The Cinephile,12439248
Movie Walker,0886961,Pompo: The Cinephile,12439248
Shochiku,0007001,Pompo: The Cinephile,12439248
Studio Mausu,0230163,Pompo: The Cinephile,12439248
King Amusement Creative,0882737,Knights of Sidonia: Love Woven in the Stars,12642574
Klockworx Company,0545026,Knights of Sidonia: Love Woven in the Stars,12642574
Kodansha,0543515,Knights of Sidonia: Love Woven in the Stars,12642574
Polygon Pictures,0176146,Knights of Sidonia: Love Woven in the Stars,12642574
Kinema Citrus,0273707,Revue Starlight the Movie,13593042
Belofilms,0877177,Elulu,15307696
No Ghost,0724920,Madrid Noir,19072694
